StageName,InputFile,OutputFile
Face Cropping,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/crop/output/1.mp4_2_6.mp4

Frame no,Shot no,Face id,Crop_x_min,Crop_y_min,Crop_x_max,Crop_y_max
0,2,6,1103.5,54.5,1200.5,151.5
1,2,6,1103.5,54.5,1200.5,151.5
2,2,6,1103.5,54.5,1200.5,151.5
3,2,6,1102.5,54.5,1199.5,151.5
4,2,6,1102.5,54.5,1199.5,151.5
5,2,6,1102.5,54.5,1199.5,151.5
6,2,6,1102.5,54.5,1199.5,151.5
7,2,6,1102.5,54.5,1199.5,151.5
8,2,6,1102.5,53.5,1199.5,150.5
9,2,6,1101.5,52.5,1198.5,149.5
10,2,6,1100.5,52.5,1197.5,149.5
11,2,6,1100.5,52.5,1197.5,149.5
12,2,6,1100.5,52.5,1197.5,149.5
13,2,6,1100.5,52.5,1197.5,149.5
14,2,6,1100.5,52.5,1197.5,149.5
15,2,6,1100.5,52.5,1197.5,149.5
16,2,6,1100.5,52.5,1197.5,149.5
17,2,6,1100.5,52.5,1197.5,149.5
18,2,6,1100.5,52.5,1197.5,149.5
19,2,6,1100.5,52.5,1197.5,149.5
20,2,6,1100.5,52.5,1197.5,149.5
21,2,6,1100.5,52.5,1197.5,149.5
22,2,6,1100.5,52.5,1197.5,149.5
23,2,6,1100.5,52.5,1197.5,149.5
24,2,6,1100.5,52.5,1197.5,149.5
25,2,6,1100.5,52.5,1197.5,149.5
26,2,6,1100.5,52.5,1197.5,149.5
27,2,6,1100.5,52.5,1197.5,149.5
28,2,6,1100.5,52.5,1197.5,149.5
29,2,6,1100.5,52.5,1197.5,149.5
30,2,6,1100.5,52.5,1197.5,149.5
31,2,6,1100.5,52.5,1197.5,149.5
32,2,6,1100.5,52.5,1197.5,149.5
33,2,6,1100.5,52.5,1197.5,149.5
34,2,6,1100.5,52.5,1197.5,149.5
35,2,6,1100.5,52.5,1197.5,149.5
36,2,6,1100.5,52.5,1197.5,149.5
37,2,6,1100.5,52.5,1197.5,149.5
38,2,6,1100.5,52.5,1197.5,149.5
39,2,6,1100.5,52.5,1197.5,149.5
40,2,6,1100.5,52.5,1197.5,149.5
41,2,6,1100.5,52.5,1197.5,149.5
42,2,6,1100.5,52.5,1197.5,149.5
43,2,6,1100.5,52.5,1197.5,149.5
44,2,6,1100.5,52.5,1197.5,149.5
45,2,6,1100.5,52.5,1197.5,149.5
46,2,6,1100.5,51.5,1197.5,148.5
47,2,6,1100.5,50.5,1197.5,147.5
48,2,6,1100.5,50.5,1197.5,147.5
49,2,6,1100.5,50.5,1197.5,147.5
50,2,6,1100.5,50.5,1197.5,147.5
51,2,6,1100.5,50.5,1197.5,147.5
52,2,6,1100.5,50.5,1197.5,147.5
53,2,6,1100.5,50.5,1197.5,147.5
54,2,6,1100.5,50.5,1197.5,147.5
55,2,6,1100.5,50.5,1197.5,147.5
56,2,6,1100.5,50.5,1197.5,147.5
57,2,6,1100.5,50.5,1197.5,147.5
58,2,6,1100.5,50.5,1197.5,147.5
59,2,6,1100.5,50.5,1197.5,147.5
60,2,6,1101.5,50.5,1198.5,147.5
61,2,6,1101.5,50.5,1198.5,147.5
62,2,6,1101.5,50.5,1198.5,147.5
63,2,6,1101.5,50.5,1198.5,147.5
64,2,6,1101.5,50.5,1198.5,147.5
65,2,6,1101.5,50.5,1198.5,147.5
66,2,6,1101.5,50.5,1198.5,147.5
67,2,6,1101.5,50.5,1198.5,147.5
68,2,6,1101.5,50.5,1198.5,147.5
69,2,6,1101.5,50.5,1198.5,147.5
70,2,6,1101.5,50.5,1198.5,147.5
71,2,6,1102.5,50.5,1199.5,147.5
72,2,6,1102.5,50.5,1199.5,147.5
73,2,6,1102.5,50.5,1199.5,147.5
74,2,6,1102.5,50.5,1199.5,147.5
75,2,6,1102.5,50.5,1199.5,147.5
76,2,6,1102.5,50.5,1199.5,147.5
77,2,6,1102.5,50.5,1199.5,147.5
78,2,6,1102.5,50.5,1199.5,147.5
79,2,6,1102.5,50.5,1199.5,147.5
80,2,6,1103.5,50.5,1200.5,147.5
81,2,6,1103.5,50.5,1200.5,147.5
82,2,6,1103.5,50.5,1200.5,147.5
83,2,6,1103.5,50.5,1200.5,147.5
84,2,6,1103.5,50.5,1200.5,147.5
85,2,6,1103.5,50.5,1200.5,147.5
86,2,6,1103.5,50.5,1200.5,147.5
87,2,6,1103.5,51.5,1200.5,148.5
88,2,6,1103.5,51.5,1200.5,148.5
89,2,6,1103.5,51.5,1200.5,148.5
90,2,6,1103.5,51.5,1200.5,148.5
91,2,6,1104.5,51.5,1201.5,148.5
92,2,6,1104.5,51.5,1201.5,148.5
93,2,6,1104.5,51.5,1201.5,148.5
94,2,6,1104.5,51.5,1201.5,148.5
95,2,6,1104.5,51.5,1201.5,148.5
96,2,6,1104.5,51.5,1201.5,148.5
97,2,6,1104.5,51.5,1201.5,148.5
98,2,6,1104.5,51.5,1201.5,148.5
99,2,6,1104.5,51.5,1201.5,148.5
100,2,6,1104.5,51.5,1201.5,148.5
